;X;Y;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;wikipedia
475;257800.85688621912;6245787.481107351;restaurant;Sushi Jidai;"Mo-Fr 12:00-15:00,19:00-22:30; Sa-Su 19:00-22:30";no;japanese;+33 1 45 45 30 65;http://sushijidai.fr/;75056;Paris;restaurant;;;;
476;259634.22210788986;6253186.375884326;restaurant;L'Opéra Restaurant;Mo-Su 08:00-23:59;yes;french;+33 1 42 68 86 80;www.opera-restaurant.fr;75056;Paris;restaurant;;;;
477;257184.58105323848;6252928.82295582;restaurant;Villa Spicy;Mo-Su 11:00-15:00,18:00-23:59;;french;+33 1 56 59 62 59;www.spicyrestaurant.com;75056;Paris;restaurant;;;;
478;266325.1802895612;6247785.074614267;restaurant;Yeko;Mo-Sa 12:00-15:00, Mo-Su 19:00-23:00;limited;japanese;;;75056;Paris;restaurant;;;;
480;263511.95864603;6255334.501171419;restaurant;Le Senegal;;;senegalese;;;75056;Paris;restaurant;;;;
487;258295.49391160996;6246943.457009405;restaurant;Il Gallo Nero;;;italian;;;75056;Paris;restaurant;;;;
488;260750.46716987033;6244681.911842912;restaurant;Jix Xin Lou;Mo-Sa 10:30-14:30,17:30-22:00, Su 17:30-22:00;;asian;;;75056;Paris;restaurant;;;;
489;266071.83939241397;6248509.282436861;restaurant;Deliceo;;;asian;;;75056;Paris;restaurant;;;;
491;262691.8568254069;6245394.102744358;restaurant;Le Mandarin de Choisy;;;chinese;;;75056;Paris;restaurant;;;;
492;263043.403777332;6244825.407043913;restaurant;Fleur de Lys;;yes;asian;;;75056;Paris;restaurant;;;;
493;265551.1981339738;6248303.698278708;restaurant;L'Alchimiste;Mo-Sa 20:00+, Tu-Sa 12:00+;limited;french;+33 1 43 47 10 38;;75056;Paris;restaurant;;;;
495;259453.494914587;6248062.920477778;restaurant;Noura Montparnasse;Mo-Su 11:00-00:00;;lebanese;+33 1 43 20 19 19;https://www.noura.com/fr/restaurants-libanais-paris/8--noura-montparnasse;75056;Paris;restaurant;;;;
500;254059.05257828665;6247176.4909001505;restaurant;Oishi Sushi;;;japanese;+33145545345;;75056;Paris;restaurant;;;;
501;253894.28859996356;6247027.188820659;restaurant;Meyliwa;;;chinese;+33145578888;;75056;Paris;restaurant;;;;
502;253979.77083694367;6246994.734400932;restaurant;Pizza Villa Eva;;;pizza;+33145326839;;75056;Paris;restaurant;;;;
503;254210.46934966368;6247254.948269493;restaurant;Casa Roma;;;italian;;;75056;Paris;restaurant;;;;
504;264563.4046324197;6253057.310728952;restaurant;Tin Tin;;;vietnamese;;;75056;Paris;restaurant;;;;
505;264665.6738486115;6252912.423642462;restaurant;Reuan Thai;;;thai;;;75056;Paris;restaurant;;;;
506;264588.3401983574;6253050.9641453875;fast_food;Hoa Hung;;;vietnamese;;;75056;Paris;restaurant;;;;
507;264540.2613102838;6252905.552525766;restaurant;O'Riz Blanc;;;asian;;;75056;Paris;restaurant;;;;
508;264586.8485171808;6253036.036999603;restaurant;Dong Huong;We-Mo 12:00-22:30;no;vietnamese;;;75056;Paris;restaurant;;;;
513;260473.14805440616;6254129.342341777;restaurant;Chez Vous;;;french;;;75056;Paris;restaurant;;;;
515;260436.21224736088;6254105.256148574;fast_food;Maison Zhang;;;asian;+33 1 48 78 68 88;;75056;Paris;restaurant;;;;
516;266757.8346224784;6247543.448978889;restaurant;Robata;Mo-Sa 11:30-14:30, Mo-Su 18:30-22:30;;japanese;;;75056;Paris;restaurant;;;;
520;266231.8611604293;6247276.867078093;restaurant;Toyama;;;japanese;;;75056;Paris;restaurant;;;;
521;266735.1365783056;6247542.654057823;restaurant;Le Zic-Zinc;;;french;;;75056;Paris;restaurant;;;;
524;265000.5117449686;6249730.237814291;restaurant;Le Nilaja;;;senegalese;;;75056;Paris;restaurant;;;;
525;260155.23072064968;6253929.038023924;restaurant;Les Demoiselles de Lorette;;;french;;;75056;Paris;restaurant;;;;
526;260174.62257594577;6253935.605303477;restaurant;Salsamenteria di Parma;;;italian;;;75056;Paris;restaurant;;;;
528;253373.10187601848;6251569.395530162;fast_food;Deli's Café;;;sandwich;;;75056;Paris;restaurant;;;;
529;253393.69598181525;6251572.610569363;fast_food;Mac Doner;;;kebab;;;75056;Paris;restaurant;;;;
531;261465.92866914775;6252884.820741965;restaurant;La Criée;;;seafood;+33 1 55 34 80 80;;75056;Paris;restaurant;;;;
532;253424.86543923736;6251657.014245776;fast_food;Délice Impérial;;;asian;;;75056;Paris;restaurant;;;;
535;254807.49804268617;6247516.354051763;restaurant;Le Lutèce;;;local;;;75056;Paris;restaurant;;;;
536;254703.95978429934;6247472.853513557;restaurant;Vente à Emporter;;;local;;;75056;Paris;restaurant;;;;
537;254611.7427181262;6247439.568649168;restaurant;Le nouveau disque bleu;;;local;;;75056;Paris;restaurant;;;;
538;251506.48552244788;6247369.109352381;restaurant;L'Affiche;;;local;;;75056;Paris;restaurant;;;;
539;260262.3757305382;6252193.711352366;restaurant;Le grand Véfour;;;french;;http://www.grand-vefour.com;75056;Paris;restaurant;;;;
541;253889.45733406307;6252422.015921556;restaurant;Le Stella;;;seafood;;;75056;Paris;restaurant;;;;
543;258006.37493012173;6248466.13201597;restaurant;Ma Grand-mère m'a dit;"Su-Fr 12:00-15:00; Sa 12:00-16:00";;french;;;75056;Paris;restaurant;;;;
547;254048.44383081407;6252526.414302302;fast_food;Matsuri;Mo-Sa 12:00-15:00, 19:00-23:00;;japanese;+33 147270059;https://www.matsuri.fr/;75056;Paris;restaurant;;;;
550;265044.70558281353;6253365.777348593;restaurant;Lao Siam;;;thai;;;75056;Paris;restaurant;;;;
551;265356.8454349978;6249461.69237942;fast_food;Le Nilu's;;;kebab;;;75056;Paris;restaurant;;;;
553;258113.01900230165;6248560.281747703;restaurant;L'Arbre de Sel;Mo-Sa 12:00-15:00,19:00-23:00;;korean;+33 1 47 83 29 52;http://www.larbredesel-paris.com/;75056;Paris;restaurant;;;;
554;258098.49180875314;6248554.192261603;restaurant;Paya Thaï;"Mo-Fr 12:00-14:30, 19:00-22:30; Sa 19:00-23:00";;thai;+33 9 53 95 88 88;https://www.paya-thai.fr/;75056;Paris;restaurant;;;;
556;259971.16394262298;6252191.071442272;restaurant;Izakaya Taisho Ken 3;;;japanese;;;75056;Paris;restaurant;;;;
557;259963.40497411462;6252161.507889865;restaurant;Naniwa-ya;;;japanese;;;75056;Paris;restaurant;;;;
558;259947.57534252384;6252119.10036412;restaurant;Laï-laï Ken;;;japanese;;;75056;Paris;restaurant;;;;
559;262369.96538582904;6251983.214950304;restaurant;Chez Xu;;limited;chinese;+33 1 48 87 02 23;;75056;Paris;restaurant;;;;
560;262339.3859217081;6251908.842723672;restaurant;Kitchen Story;;yes;chinese;;;75056;Paris;restaurant;;;;
561;263770.8209899207;6251717.627027931;fast_food;Bosphore;;;kebab;;;75056;Paris;restaurant;;;;
562;263727.8850623217;6251722.280455998;restaurant;Au Coin de Malte;;;maltese;;;75056;Paris;restaurant;;;;
569;260223.9927701126;6253710.729655916;restaurant;Memento;Mo-Fr 12:00-14:30;no;"traditional;french";;https://www.memento-paris.fr;75056;Paris;restaurant;;;;
570;259991.59106918352;6253702.910062238;restaurant;Le Chantereine;;no;regional;+33 1 48 74 49 86;;75056;Paris;restaurant;;;;
572;260401.93697614566;6253684.224309185;restaurant;Paradis des Pâtes;Mo-Sa 11:00-23:00;;chinese;;;75056;Paris;restaurant;;;;
573;260190.18504075875;6253961.434395658;restaurant;Bib!mbar;;;korean;;;75056;Paris;restaurant;;;;
574;260138.33242194718;6253957.287517744;restaurant;Mieux;;limited;"french;bistro";+33 1 71 32 46 73;http://mieux-restaurant.com/;75056;Paris;restaurant;;;;
575;260306.2022140634;6254004.64667689;restaurant;Jean;;;french;;;75056;Paris;restaurant;;;;
576;259726.09408364154;6254005.560687572;restaurant;Le Terrabis;;;french;;;75056;Paris;restaurant;;;;
578;260152.99319888468;6253982.575041537;restaurant;Pony Polo;;;argentinian;;;75056;Paris;restaurant;;;;
580;260097.65628001135;6253983.946054018;restaurant;Mamtajmahal;;;indian;;;75056;Paris;restaurant;;;;
582;260128.6476262482;6253980.98399029;restaurant;Yokhama;;;japanese;;;75056;Paris;restaurant;;;;
585;259675.43258338154;6253998.485570429;fast_food;Lucien;;;french;;;75056;Paris;restaurant;;;;
586;260269.38885845811;6254001.024487385;fast_food;Paristanbul;;;kebab;;;75056;Paris;restaurant;;;;
588;260026.7012365797;6253014.170978659;fast_food;Moutarde Street;;yes;american;;;75056;Paris;restaurant;;;;
590;260004.32601893024;6253008.247530691;restaurant;HD Diner;Mo-Su 09:00-00:00;;"american;fast_food;burger";+33 1 42 65 42 25;https://www.happydaysdiner.com/;75056;Paris;restaurant;;;;
597;261237.87956030868;6252948.793266784;restaurant;Express Bonne Nouvelle;;yes;asian;;;75056;Paris;restaurant;;;;
601;261620.33993482715;6253201.827955196;restaurant;Chez Minná;"Mo-Fr 08:00-14:30, 19:30-23:00; Sa 19:30-23:30";;corsican;;;75056;Paris;restaurant;;;;
607;260614.27890483386;6253105.595692499;restaurant;Bistrot Burger;Tu-Fr 12:00-15:00, Tu-We 18:00-22:30, Th-Fr 18:00-23:00, Sa 12:00-23:00;;burger;+33 1 40 26 30 08;http://www.bistroburger.fr/;75056;Paris;restaurant;;;;
608;261210.32798633733;6252955.833658823;restaurant;Cin-Cin;Mo-Su 10:00-02:00;yes;pizza;+33 1 42 61 28 83;https://cincin.fr/;75056;Paris;restaurant;;;;
609;260705.21579686285;6253083.340233456;restaurant;Victoria Station;Mo-Su 11:00-23:00;no;"barbecue;pizza";+33 1 42 36 73 90;;75056;Paris;restaurant;;;;
610;261597.9647171777;6253093.1563222455;fast_food;Bulliz;Mo-Sa 09:00-21:00;;french;+33 1 48 78 31 72;http://www.bulliz-choux.com;75056;Paris;restaurant;;;;
611;260621.314296652;6253103.869411435;restaurant;Mian Fan;"Mo-Sa 12:00-23:00; Su 12:00-22:00";;asian;+33 9 67 47 47 06;http://www.mianfan-grands-boulevards.fr/;75056;Paris;restaurant;;;;
618;262383.04542599723;6254328.75427956;fast_food;Bircan;;;turkish;;;75056;Paris;restaurant;;;;
621;262283.369953941;6254101.380021285;restaurant;Surma Restaurant India;;;indian;;;75056;Paris;restaurant;;;;
622;262321.8085741119;6254084.132122661;restaurant;Chez Carine;;;african;;;75056;Paris;restaurant;;;;
624;262259.82588163816;6253834.777812474;fast_food;Délice d'Edessa;;;turkish;;;75056;Paris;restaurant;;;;
625;262364.7445017108;6254277.127786189;restaurant;Enquan;;;asian;;;75056;Paris;restaurant;;;;
633;262388.7227200277;6254355.17700991;fast_food;Qi Hong;;;asian;;;75056;Paris;restaurant;;;;
634;262271.0357543611;6253995.032644594;fast_food;On Fait ta Crêpe;;;crepe;;;75056;Paris;restaurant;;;;
635;262315.7527938127;6254242.275849486;fast_food;Bombay Palace;;;indian;;;75056;Paris;restaurant;;;;
643;263951.73742635787;6255002.6696966225;fast_food;Lunch Club;;;international;;;75056;Paris;restaurant;;;;
645;263984.1981898732;6255007.375714772;fast_food;Jin Long;;;asian;;;75056;Paris;restaurant;;;;
649;262192.95626351866;6254461.681253664;restaurant;Aux Villes du Nord;Mo-Su 08:00-22:00;;french;+33 1 45 26 31 55;;75056;Paris;restaurant;;;;
650;261866.2224260913;6254535.246473865;restaurant;Au Bout en Train;;;french;+33 148789346;;75056;Paris;restaurant;;;;
651;261719.57012892023;6254685.967457947;restaurant;Villa del Padre;;limited;italian;+33142852624;;75056;Paris;restaurant;;;;
652;260075.26993041282;6252654.269802863;restaurant;Anti Pasti;;;pizza;;;75056;Paris;restaurant;;;;
655;260106.17222105703;6252280.507316469;restaurant;Chez Wong;;;chinese;;;75056;Paris;restaurant;;;;
657;260099.860405929;6252533.945115475;restaurant;Fuji Sushi;;;sushi;;;75056;Paris;restaurant;;;;
659;260163.71326584803;6252435.16507129;restaurant;Hokkaido;Mo-su 11:30-22:30;;"japanese;asian";+33 1 42 60 50 95;;75056;Paris;restaurant;;;;
660;260156.68900597902;6252414.299055531;restaurant;Nouille vivante;;;Chinese;;;75056;Paris;restaurant;;;;
662;259926.69180605104;6252973.654677348;restaurant;La Marina;;;japanese;;;75056;Paris;restaurant;;;;
667;259926.82538943997;6252963.7879549535;fast_food;Pizza Hut;"Mo-Th, Su 11:00-23:00; Fr, Sa 11:00-00:00";;pizza;+33142651600;;75056;Paris;restaurant;;;;
668;260151.75755253687;6252265.987672283;restaurant;Satoshi;;;japanese;;;75056;Paris;restaurant;;;;
671;260098.81400271558;6252309.800520529;restaurant;Toyotomi;;;japanese;;;75056;Paris;restaurant;;;;
675;260097.93457873832;6252525.568143937;restaurant;Michi;;;sushi;;;75056;Paris;restaurant;;;;
676;260118.3839691971;6252597.576523365;fast_food;Happa Teï;;;japanese;+33142966040;;75056;Paris;restaurant;;;;
677;260091.83427064284;6252472.158799041;restaurant;Noodle;Mo-Su 11:00-15:00,19:00-22:00;;asian;+33 1 49 26 01 51;;75056;Paris;restaurant;;;;
678;261765.1888562474;6253701.792978015;restaurant;Nanashi;"Mo-Sa 12:00-00:00; Su 12:00-18:00";;japanese;+33 1 40 22 05 55;http://nanashi.fr;75056;Paris;restaurant;;;;
681;264345.29635410843;6251962.705410966;fast_food;Kebab;;;crepe;;;75056;Paris;restaurant;;;;
682;264338.0383233087;6251975.600016536;fast_food;Le Camion Qui Fume;;;burger;;;75056;Paris;restaurant;;;;
684;260064.14911328253;6251844.556540297;restaurant;Zébulon;;no;french;+33 1 42 36 49 44;;75056;Paris;restaurant;;;;
685;260112.88478635185;6252104.073326939;restaurant;Have A Nice Day;;;american;+33 1 40 28 04 20;;75056;Paris;restaurant;;;;
691;259549.77514217407;6252888.730160172;fast_food;Five Guys;"Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 11:00-00:00";yes;burger;+33 1 42 93 95 13;https://www.fiveguys.fr;75056;Paris;restaurant;;;;
696;259511.22520251237;6252876.172641429;restaurant;Opera Mandarin;Mo-Su 11:30-01:30;;chinese;+33147424956;;75056;Paris;restaurant;;;;
697;259516.74664925574;6252877.628094133;restaurant;Opera Ramen;;;japanese;;;75056;Paris;restaurant;;;;
704;265858.1727617854;6250846.161177247;restaurant;Paris Hanoï Little Hanoi;12:00-14:30,19:00-22:30;limited;asian;;WWW.PARISHANOI.FR;75056;Paris;restaurant;;;;
707;265328.92650670686;6250182.456845005;restaurant;Au Ciel;;;chinese_-_fondue_pékinoise;+33 1 43 72 19 08;;75056;Paris;restaurant;;;;
711;262166.30637742276;6254467.0809800085;restaurant;Terminus Nord;Mo-Sa 06:45-24:00, Su 08:00-23:00;;french;;https://www.terminusnord.com/;75056;Paris;restaurant;;;;
716;262049.7548705622;6254507.282812783;fast_food;Asia Express;;;chinese;;;75056;Paris;restaurant;;;;
730;258706.663582804;6247097.526887595;restaurant;Aasman;;;indian;;;75056;Paris;restaurant;;;;
731;264393.9207076869;6252791.384491484;restaurant;Café Hafa;;;couscous;;;75056;Paris;restaurant;;;;
733;260976.0115901666;6251417.8501194455;restaurant;Le Louchébem;"Mo-Fr 12:00-14:30,19:00-23:30; Sa 12:00-23:30; Su off";yes;french;+33 1 42 33 12 99;http://www.le-louchebem.fr/;75056;Paris;restaurant;;;;
738;263581.88955014636;6251112.872354445;restaurant;Loving Hut;Mo-Sa 12:00-15:00, 19:00-22:00;;international;+33148064384;https://lovinghut.fr/;75056;Paris;restaurant;;;;
739;261643.98419467162;6249428.687288238;restaurant;Anahuacalli;"Mo-Sa 19:00-23:00; Su 12:30-14:30, 19:00-22:30";;mexico;+33 1 43 26 10 20;http://www.anahuacalli.fr;75056;Paris;restaurant;;;;
744;253669.32304101935;6247314.2103640605;restaurant;CokiSushi;;;japanese;;http://www.cokisushi.fr;75056;Paris;restaurant;;;;
745;253624.49468207697;6247364.661269535;restaurant;Eizosushi;;;japanese;;;75056;Paris;restaurant;;;;
748;253670.0800135568;6247306.667277644;restaurant;Pizz Burg;;;pizza;;;75056;Paris;restaurant;;;;
751;259884.27908005886;6251827.55014277;restaurant;Zen;;;japanese;+33 1 42 61 93 99;;75056;Paris;restaurant;;;;
752;258505.43133929698;6256832.746277238;restaurant;Chez Irene et Bernard;Mo-Su 00:00-02:00,07:00-24:00;;french;+33 1 42 29 56 16;http://www.irene-bernard.com/index.html;75056;Paris;restaurant;;;;
753;258316.58895511526;6256953.369123651;restaurant;Andy Sushi;Mo-Su 11:30-15:30,17:00-23:15;;chinese;+33 1 42 29 34 13;;75056;Paris;restaurant;;;;
755;258667.0115801834;6245192.330944283;restaurant;Les saveurs du Sichuan;;;chinese;+33 1 71 60 10 78;https://www.lessaveursdusichuan.com;75056;Paris;restaurant;;;;
756;258648.53254471172;6245027.001025141;restaurant;La Bocca;;;italian;;;75056;Paris;restaurant;;;;
760;258632.71404507002;6245091.184766957;restaurant;Sonatines;;;french;;;75056;Paris;restaurant;;;;
762;258974.28677062012;6245742.36612104;restaurant;Brasserie Zeyer;"Su-Th 08:00-23:45; Fr-Sa 08:00-00:30";;french;+33 1 45 40 43 88;http://lezeyer.com/;75056;Paris;restaurant;;;;
764;258947.41424554266;6245679.969852931;fast_food;KFC;Su-Th 11:00-00:30, Fr,Sa 11:00-01:30;yes;chicken;;;75056;Paris;restaurant;;;;
770;258646.5399258265;6244960.6028133165;fast_food;Les Délices d'Orléans;;;kebab;;;75056;Paris;restaurant;;;;
771;264340.743386935;6249312.282352604;fast_food;Xinlongmeishi;Mo-Sa 11:00-23:00;;asian;;;75056;Paris;restaurant;;;;
773;263725.44716547336;6247819.375662036;restaurant;I Fratelli;;;italian;;;75056;Paris;restaurant;;;;
775;264194.1578814584;6247351.266296515;restaurant;Lili & Marcel;Mo-Fr 06:00-01:30, Sa,Su,PH 07:00-01:30;yes;french;+33 1 45 85 00 08;;75056;Paris;restaurant;;;;
779;258737.55474149916;6246333.056646852;restaurant;Le Bis;;;french;;;75056;Paris;restaurant;;;;
780;262754.4072472836;6253386.1041127015;restaurant;La Paella;"Mo-Fr 07:30-23:00; Sa 11:00-24:00; Su 11:00-23:00";no;spanish;;;75056;Paris;restaurant;;;;
784;265932.3004107046;6248331.979759296;fast_food;Sandwitcherie - 典隆;;;vietnamese;;;75056;Paris;restaurant;;;;
790;268026.6430465911;6248932.492980986;restaurant;Sushi Star;;;japanese;;;75056;Paris;restaurant;;;;
797;264289.6477406609;6256409.428546849;restaurant;Auberge du Bonheur;;;asian;;;75056;Paris;restaurant;;;;
798;264530.4874589921;6256340.012012881;restaurant;Chamroeun Crimée;Th-Tu 10:30-22:30;;asian;;;75056;Paris;restaurant;;;;
799;264194.65881916694;6256434.130811758;fast_food;Saveur 19;Su-Th 11:30-24:00, Fr,Sa 11:30-02:00;;burger;;;75056;Paris;restaurant;;;;
800;264494.4422078733;6256350.39059506;restaurant;Fuji Yama;Mo-Su 11:00-14:30,17:30-23:00;;japanese;;;75056;Paris;restaurant;;;;
803;264187.56776760344;6256435.773117053;fast_food;Shayan Crêpe;;;crepe;;;75056;Paris;restaurant;;;;
804;264521.82680260844;6256342.399254961;fast_food;Grill Istanbul;;;sandwich;;;75056;Paris;restaurant;;;;
805;264204.4438024077;6256431.523441117;fast_food;Royal Kebab;Mo-Su 12:00-14:40,18:30-22:30;;japanese;;;75056;Paris;restaurant;;;;
809;259145.2401126313;6249203.440701978;restaurant;L'Hippocampus;;no;french;+33 1 45 48 10 03;http://www.hippocampus-jazz.fr/;75056;Paris;restaurant;;;;
811;251329.8103586098;6247596.353680637;restaurant;Le Palais du Bonheur;;;asian;;;75056;Paris;restaurant;;;;
812;251321.5838482402;6247562.983764757;restaurant;New Delice's;;;pizza;;;75056;Paris;restaurant;;;;
815;261375.34799948934;6249049.163357096;restaurant;Godjo;;;ethiopian;+33 140468221;http://www.godjo.com/;75056;Paris;restaurant;;;;
818;259927.41538274122;6253561.261573337;fast_food;IT Rocks;;no;burger;;;75056;Paris;restaurant;;;;
823;265083.46702950774;6249378.866930323;restaurant;Le Siffleur de Ballons;;;french;+33 1 58 51 14 04;;75056;Paris;restaurant;;;;
826;261152.11902460153;6256352.811701711;restaurant;Pulcinella;;;italian;;;75056;Paris;restaurant;;;;
827;261084.2141352176;6256307.928221857;restaurant;Illios;;;french;;http://illiosrestaurant.blogspot.fr/;75056;Paris;restaurant;;;;
828;261283.97696144617;6256407.125940493;restaurant;La Table d'Eugène;;;french;;;75056;Paris;restaurant;;;;
832;260042.61992376315;6255397.154824172;restaurant;Pizza Caratello;;;italian;;https://www.caratello.fr/pizza/;75056;Paris;restaurant;;;;
834;252280.03353202122;6247924.512283185;restaurant;La Table Des Frangins;;;burger;+33951532883;;75056;Paris;restaurant;;;;
835;261379.91209861185;6248097.425622422;restaurant;Chez Léna et Mimile;"Mo-Su 12:00-14:30, Mo-Sa 19:00-22:30, Su 19:00-22:30 ""Seulement en saison""";limited;french;;;75056;Paris;restaurant;;;;
836;261514.63094636984;6248287.764615304;restaurant;L'Atlantide;;;french;;;75056;Paris;restaurant;;;;
837;261513.4286958693;6248268.651024642;restaurant;Hoki Sushi;Mo-Su 12:00-15:00,19:00-23:00;limited;japanese;;;75056;Paris;restaurant;;;;
841;260951.9888440534;6256986.9115204485;restaurant;Patakrep;;;regional;+33951594924;;75056;Paris;restaurant;;;;
844;261072.69256792052;6256967.592031854;restaurant;La Timbale;"Mo-Fr 07:00-02:00; Sa 09:00-02:00; Su 09:00-18:00";;"french;burger";+33 1 42 55 03 59;https://www.la-timbale.fr/;75056;Paris;restaurant;;;;
847;264310.1305269668;6249921.882347863;restaurant;Chez Paul;;;french;;https://chezpaul.com/;75056;Paris;restaurant;;;;
852;260843.16290985388;6256903.99549922;restaurant;Les Toqués;;yes;french;+33 9 54 20 94 08;;75056;Paris;restaurant;;;;
